0,24617
3,24617
1,24965
2,25140
3,25663
0,26012
2,26012
1,26361
3,26535
2,27058
0,27407
1,27407
2,27756
3,27930
1,28454
3,28803
2,28803
0,29151
3,29326
1,29500
2,29675
1,29849
3,30198
0,30198
1,30372
2,30547
3,30721
1,31070
0,31244
3,31593
1,31593
0,31942
1,32117
3,32291
2,32465
1,32640
3,32989
2,32989
0,33337
2,33512
3,34035
2,34210
0,34384
1,34384
2,34558
3,34733
2,34907
1,35082
0,35256
2,35430
3,35779
0,35779
1,36128
2,36303
3,36651
0,36826
1,37175
2,37175
0,37349
3,37523
1,37698
2,38221
0,38570
3,38570
1,38919
3,39093
0,39617
2,39965
3,39965
0,40314
1,40489
2,40663
3,41012
2,41186
1,41361
0,41710
3,41884
0,42407
1,42582
3,42756
0,43105
3,43279
2,43454
0,43803
2,44151
3,44500
1,44675
0,45198
2,45372
1,45547
3,45721
0,45896
1,46070
3,46244
2,46419
1,46593
0,46768
3,46942
0,47291
2,47465
0,47989
1,48163
2,48337
1,48686
0,48861
3,49035
1,49210
2,49384
3,49733
0,50082
2,50256
1,50430
3,50779
2,51128
0,51477
3,51651
1,51826
3,52186
2,52354
0,52523
1,52523
2,52691
3,52860
0,53028
1,53197
3,53365
2,53534
1,53702
3,53871
0,54039
3,54208
2,54376
1,54545
3,54714
3,54882
0,55051
1,55219
3,55556
0,55725
2,55893
3,56062
2,56230
1,56399
0,56567
3,56736
2,56905
1,57073
2,57242
0,57410
1,57579
3,57747
2,57916
1,58084
0,58253
3,58421
2,58590
0,58758
1,58927
2,59096
0,59264
3,59433
0,59601
1,59770
2,59938
0,60107
0,60275
3,60444
2,60612
0,60949
3,61118
1,61287
0,61455
1,61624
2,61792
3,61961
0,62129
1,62298
2,62466
1,62635
3,62803
2,62972
0,63140
1,63309
1,63646
1,63983
1,64320
3,64489
2,64657
2,64994
2,65331
2,65669
0,65837
1,66006
1,66343
1,66680
1,67017
2,67185
3,67354
3,67691
3,68028
3,68365
1,68534
0,68702
0,69039
0,69376
0,69714
1,69882
2,70051
2,70388
2,70725
2,71062
3,71230
0,71399
0,71736
0,72073
0,72410
1,72579
3,72747
3,73084
3,73421
3,73758
2,73927
0,74096
1,74433
2,74601
3,74938
1,75275
0,75612
2,75781
0,75949
3,76118
0,76287
2,76455
1,76624
0,76792
2,77129
1,77298
3,77635
2,77972
0,78309
3,78646
2,78815
1,78983
0,79152
1,79320
3,79489
0,79826
1,79994
0,80331
2,80669
3,81006
1,81174
3,81343
0,81511
2,81680
3,81848
0,82017
1,82185
3,82185
1,82522
1,82860
1,83197
2,83534
0,83534
2,83871
2,84208
2,84545
3,84882
1,85051
3,85219
1,85388
3,85556
1,85725
0,85893
2,86062
3,86230
1,86399
0,86567
3,86736
0,86905
2,87073
0,87242
1,87410
2,87579
0,87747
3,87916
0,88084
3,88253
2,88421
1,88590
0,88758
3,88927
2,89096
0,89264
1,89433
3,89433
1,89938
0,90275
1,90612
2,90949
0,91287
1,91455
3,91624
2,91961
0,92298
1,92466
3,92635
2,92803
0,92972
1,93309
2,93646
0,93983
1,94152
3,94320
2,94657
1,94826
0,94994
2,95331
3,95331
3,95669
0,95669
1,96006
3,96343
0,96680
1,96848
2,97017
3,97354
2,97691
1,97860
0,98028
2,98197
3,98365
0,98702
2,99039
3,99376
2,99545
1,99714
3,100051
0,100051
0,100388
1,100556
2,100725
3,100725
1,100893
0,101062
3,101062
2,101399
1,101736
3,102073
2,102242
0,102410
2,102747
3,103084
0,103253
2,103421
0,103590
3,103758
2,104096
0,104433
1,104770
2,104938
3,105107
0,105444
1,105444
2,105781
3,105781
0,106118
1,106118
0,106455
3,106455
1,106792
3,107129
1,107466
2,107635
0,107803
3,108140
0,108478
1,108646
3,108815
2,108983
0,109152
1,109489
3,109826
2,110163
1,110331
0,110500
3,110500
2,110837
1,110837
3,111174
0,111174
1,111511
2,111680
0,111848
3,111848
1,112185
2,112185
3,112354
1,112691
0,112860
3,113197
0,113534
1,113534
2,113702
3,113702
1,114545
0,114545
2,114714
0,114882
3,115051
2,115219
0,115388
1,115556
2,115725
0,115893
3,116062
0,116230
1,116399
2,116567
0,116736
0,116905
2,117073
3,117242
0,117579
2,117747
1,117916
0,118084
1,118253
2,118421
3,118590
0,118758
1,118927
2,119096
1,119264
3,119433
2,119601
0,119770
1,119938
2,120107
3,120275
0,120444
1,120612
3,120781
2,120949
1,121118
3,121287
0,121455
3,121624
2,121792
1,121961
3,122129
3,122298
1,122466
0,122635
3,122972
2,123140
1,123309
0,123478
2,123646
3,123815
0,123983
2,124152
1,124320
0,124489
3,124657
0,124826
1,124994
2,125163
3,125163
