0,498
1,659
2,820
1,981
2,1143
3,1304
0,1465
1,1627
2,1788
1,1949
2,2110
3,2272
0,2433
1,2594
2,2756
1,2917
2,3078
3,3239
0,3401
1,3562
2,3723
1,3885
2,4046
3,4207
0,4368
1,4530
2,4691
1,4852
2,5014
3,5175
0,5336
1,5498
2,5659
1,5820
2,5981
3,6143
1,6304
2,6465
3,6627
0,6788
2,6949
3,7110
1,7272
2,7433
3,7594
0,7756
2,7917
3,8078
0,8239
2,8401
3,8562
1,8723
2,8885
3,9046
0,9207
2,9368
3,9530
1,9691
2,9852
3,10014
0,10175
2,10336
3,10498
1,10659
2,10820
3,10981
0,11143
2,11304
3,11465
1,11627
2,11788
3,11949
0,12110
1,12272
2,12433
1,12594
2,12756
3,12917
0,13078
1,13239
2,13401
1,13562
2,13723
3,13885
1,14046
2,14207
3,14368
0,14530
2,14691
3,14852
1,15014
2,15175
3,15336
0,15498
2,15659
3,15820
0,15981
2,16143
3,16304
1,16465
2,16627
3,16788
0,16949
2,17110
3,17272
1,17433
2,17594
3,17756
0,17917
2,18078
3,18239
1,18401
2,18562
3,18723
0,18885
2,19046
3,19207
1,19368
2,19530
3,19691
0,19852
1,19852
2,20014
3,20175
2,20336
2,20498
1,20659
0,20820
1,21102
2,21264
3,21627
1,21788
1,22272
2,22433
3,22594
1,22756
0,22756
2,22917
3,23078
1,23239
2,23401
3,23562
0,23723
1,23723
2,23885
3,24046
2,24207
1,24368
2,24530
3,24691
0,24691
2,25014
2,25175
2,25498
2,25659
1,25659
0,25820
3,25981
0,26143
3,26465
2,26627
1,26627
0,26788
3,26949
0,27110
1,27110
2,27272
3,27433
0,27594
3,27594
2,27756
3,27917
2,28078
1,28239
2,28401
0,28562
3,28562
1,28723
2,28885
3,28885
0,29046
1,29207
3,29368
2,29530
0,29530
2,29691
3,29852
1,30014
2,30175
3,30336
0,30498
1,30498
2,30659
3,30820
2,30981
2,31143
3,31304
3,31465
0,31465
2,31627
3,31788
2,31949
0,32191
3,32352
0,32433
1,32594
2,32756
3,32917
1,33239
3,33401
0,33401
2,33562
3,33723
0,33885
2,34046
3,34207
1,34368
2,34530
3,34691
2,34852
3,35014
0,35175
1,35336
0,35336
2,35498
3,35659
2,35820
1,35981
3,36143
2,36304
1,36627
3,36788
0,36788
2,37110
1,37272
0,37272
2,37433
3,37594
1,37756
2,37917
3,38078
1,38239
2,38401
3,38562
0,38723
2,38885
3,39046
3,39207
0,39207
3,39691
2,39852
2,40014
1,40175
0,40498
1,40659
2,40981
1,41143
0,41143
2,41304
3,41465
2,41627
3,41949
2,42151
1,42151
2,42594
0,42594
0,43078
1,43078
2,43239
3,43401
3,43562
2,43723
1,43885
1,44046
0,44368
1,44530
3,44852
2,45014
0,45014
1,45175
3,45336
1,45498
2,45659
3,45820
0,45981
2,46143
3,46304
1,46465
2,46627
3,46788
2,46949
1,46949
0,47110
3,47272
2,47433
0,47594
1,47756
0,47917
3,47917
2,48239
1,48401
1,48643
0,48885
2,49046
3,49207
1,49368
2,49530
3,49691
0,49852
2,50014
3,50175
1,50336
2,50498
3,50659
1,50820
0,50820
2,51062
1,51304
3,51788
2,52110
0,52433
1,52594
2,52675
0,52756
3,52756
0,53239
2,53401
3,53562
1,53723
2,53885
0,54046
2,54207
3,54368
2,54530
0,54691
3,54691
2,54933
2,55498
1,55659
2,55981
0,56627
1,56788
2,56949
1,57110
2,57272
3,57433
0,57594
1,57756
2,57917
1,58078
2,58239
3,58401
1,58562
2,58804
0,59046
3,59530
0,59530
2,59852
1,60175
1,60336
2,60417
0,60498
3,60498
0,60981
2,61143
3,61304
2,61465
1,61546
0,61627
1,61788
2,61949
3,62110
2,62272
1,62433
2,62433
3,62675
0,63078
1,63239
0,63401
1,63562
2,63723
2,64046
3,64207
0,64368
1,64368
2,64530
3,64691
1,64852
2,65014
1,65175
2,65256
3,65336
0,66304
3,66304
1,66465
2,66627
0,66788
1,66949
2,67110
0,67272
1,67433
3,67594
2,67756
0,67917
1,68078
2,68239
0,68239
1,68401
3,68562
0,68723
2,68885
3,69046
1,69207
2,69368
3,69530
0,69691
2,69852
3,70014
0,70175
1,70175
2,70336
3,70498
2,70659
1,70820
3,71143
1,71465
0,71627
2,71627
0,71949
1,72110
2,72272
3,72433
0,72594
2,72756
3,72917
2,73078
0,73078
1,73239
3,73401
1,73562
0,74046
2,74046
1,74530
0,74691
2,74852
1,75014
3,75175
2,75336
3,75498
0,75820
2,75820
1,75981
2,76143
3,76304
1,76909
2,77110
3,77272
0,77433
2,77594
3,77756
1,77917
0,77917
2,78078
3,78239
1,78401
2,78723
3,78885
0,78885
2,79207
1,79368
2,79691
0,79852
1,79852
2,80014
3,80175
0,80336
2,80498
3,80659
1,80820
2,80981
3,81143
2,81304
1,81465
0,81627
3,81788
0,81788
2,81949
1,82110
